ID_Reserva,Sexo,Tipo_Habitacion,Motivo_Viaje,Comentario_Positivo,Comentario_Negativo,Reseña_Completa,Rating
75381,M,Triple,TURISMO,el wifi funcionaba bien,el servicio fue algo demorado,El wifi funcionaba bien. El servicio fue algo demorado.,4
24865,M,Doble Twin (2 camas),NEGOCIO,el personal hizo todo lo posible por ayudar,se escuchaba todo del pasillo yen recepción se demoraron demasiado,Pero se escuchaba todo del pasillo yen recepción se demoraron demasiado. El personal hizo todo lo posible por ayudar.,3
79956,M,Doble Twin (2 camas),PERSONAL,buena experiencia en general lo recomiendo,se escuchaba todo del pasillo y en recepción se demoraron demasiado,Buena experiencia en general lo recomiendo. eso sí se escuchaba todo del pasillo y en recepción se demoraron demasiado.,3
42709,M,Triple,NEGOCIO,,en recepcion se demoraron demasiado,En recepcion se demoraron demasiado.,2
81134,F,Triple,DEPORTIVO,habitacion espaciosa y limpia,el personal no fue muy atento,Habitacion espaciosa y limpia. El personal no fue muy atento.,4
29953,M,Doble Twin (2 camas),DEPORTIVO,,el ascensor tardaba mucho,El ascensor tardaba mucho.,1
84839,M,Sencilla,OTRO,el personal super amable y atento,,El personal super amable y atento.,4
75127,F,Triple,SALUD,muy buen hoteL en general,,Muy buen hotel en general. Lo recomiendo.,4
14645,M,Doble (1 cama),NEGOCIO,me gusto el servicio,,Me gusto el servicio.,5
66035,M,Triple,NEGOCIO,muy bien ubicado cerca al centro,el wifi era muy lento,Pero el wifi era muy lento. Muy bien ubicado cerca al centro.,3
19434,M,Doble (1 cama),PERSONAL,la atencion fue excelente,el ascensor tardaba mucho,"La atencion fue excelente, igual el ascensor tardaba mucho.",5
44406,M,Doble Twin (2 camas),DEPORTIVO,limpieza impecable,poca variedad en el desayuno,"Limpieza impecable, la verdad poca variedad en el desayuno.",2
98693,M,Doble Twin (2 camas),TURISMO,el parqueadero fue util,,El parqueadero fue util.,4
11198,M,Triple,SALUD,muy buena vista desde la habitacion,no habia agua caliente en la mañana,Pero no habia agua caliente en la mañana. Muy buena vista desde la habitacion.,1
32194,M,Sencilla,TURISMO,,problemas con el agua caliente,Pues Problemas con el agua caliente.,5
46457,F,Sencilla,DEPORTIVO,la atencion fue excelente,la comida llego fria,"La atencion fue excelente, eso si la comida llego fria.",5
42879,F,Sencilla,TURISMO,,la tv no funcionaba bien,Pues Ls tv no funcionaba bien.,2
23005,M,Doble Twin (2 camas),NEGOCIO,,no pude dormir bien por el ruido y el colchon estaba algo viejo,Honestamente No pude dormir bien por el ruido y el colchon estaba algo viejo.,2
84386,M,Doble (1 cama),PERSONAL,buena relación calidadprecio,la limpieza podria mejorar,"Buena relación calidadprecio, aunque igual la llimpieza podria mejorar.",3
12629,F,Sencilla,OTRO,el check in fue rapido,,El check in fue rapido. Lo recomiendo,3
93925,F,Doble Twin (2 camas),TURISMO,el personal hizotodo lo posible por ayudar,poca variedad en el desayuno,Pero la verdad poca variedad en el desayuno. El personal hizotodo lo posible por ayudar.,3
88821,M,Sencilla,SALUD,la habitación estaba limpia,demorado el servicio de habitaciones,La verdad demorado el servicio de habitaciones. La habitación estaba limpia.,3
84768,M,Sencilla,NEGOCIO,,,fue una experiencia del monton.,3
96588,F,Doble Twin (2 camas),TURISMO,,,"regular, ni muy bien ni muy mal.",4
45007,F,Doble (1 cama),NEGOCIO,,se escuchaba todo del pasillo y en recepción se demoraron demasiado,Honestamente Se escuchaba todo del pasillo y en recepción se demoraron demasiado,3
59540,F,Triple,SALUD,el personal fue amable,el wifi era muy lento,El personal fue amable. El wifi era muy lento.,1
2493,M,Sencilla,TURISMO,buena ubicacion para moverse por la ciudad,lps muebles estaban algo deteriorados,Buena ubicacion para moverse por la ciudad. pero la verdad lps muebles estaban algo deteriorados.,3
35761,M,Doble (1 cama),TURISMO,buena eelacion calidad precio,no pude dormir bien por el ruido,Buena eelacion calidad precio. No pude dormir bien por el ruido.,3
28483,M,Sencilla,TURISMO,el cuarto era amplio,,El cuarto era amplio. Sin quejas.,4
33707,M,Doble Twin (2 camas),NEGOCIO,,el wifi era muy lento y en recepcion se demoraron demasiado,El wifi era muy lento y en recepcion se demoraron demasiado.,2
91855,M,Triple,SALUD,la habitación estaba limpia,no habia agua caliente en la mañana,La habitación estaba limpia. aunque igual no habia agua caliente en la mañana.,5
9885,F,Sencilla,TURISMO,limpieza impecable,se escuchaba todo del pasillo y el baño tenía problemas,Limpieza impecable. Se escuchaba todo del pasillo y el baño tenia problemas.,4
46938,M,Sencilla,NEGOCIO,buena relacion calidad precio,,Buena relacion calidad precio. Lo recomiendo.,4
34640,M,Triple,DEPORTIVO,la atencion fue excelente,,La atencion fue excelente. Lo recomiendo.,4
15160,F,Cuádruple,TURISMO,el desayuno estuvo muy rico,el ascensor tardaba mucho,"El desayuno estuvo muy rico, aunque igual el ascensor tardaba mucho.",3
95426,F,Doble (1 cama),OTRO,buena relacioncalidad precio,el baño tenia problemas,"Buena relacioncalidad precio, pero el baño tenia problemas.",3
1167,M,Sencilla,TURISMO,la ubicacion es muy buena,np pude dormir bien por el ruido y la comida se demoró bastante,La ubicacion es muy buena. Np pude dormir bien por el ruido y la comida se demoró bastante.,3
7310,M,Doble (1 cama),TURISMO,las camas eran cómodas,,Las camas eran cómodas. Sin quejas.,4
51585,F,Doble (1 cama),DEPORTIVO,,,"regular, ni muy bien ni muy mal.",5
58438,M,Doble Twin (2 camas),NEGOCIO,excelente ubicación cerca a todo,se escuchaba todo del pasillo y el baño tenía problemas,"Excelente ubicación cerca a todo, aunque se escuchabatodo del pasillo y el baño tenía problemas.",3
97021,F,Sencilla,DEPORTIVO,muy bien ubicado cerca al centro,,Muy bien ubicado cerca al centro. Volvería.,4
56004,M,Cuádruple,TURISMO,la ubicacion esmuy buuena,,La ubicacion esmuy buuena. Sin quejas.,4
55266,M,Triple,NEGOCIO,,poca variedad en el desayuno y en recepcion se demoraron demasiado,Poca variedad en el desayuno y en recepcion se demoraron demasiado.,2
65629,M,Doble Twin (2 camas),DEPORTIVO,,habia mucho ruido en la noche,La verdad Habia mucho ruido en la noche.,3
50638,M,Triple,NEGOCIO,rxcelente ubicacioncerca a todo,la atencion pudo ser mejor,Rxcelente ubicacioncerca a todo. igual la atencion pudo ser mejor.,3
47036,F,Doble (1 cama),SALUD,muy buena vista deSdela habitacion,demoeado el servicio de habitaciones,Muy buena vista desdela habitacion. Demoeado el servicio de habitaciones.,3
72568,F,Doble (1 cama),PERSONAL,,demasiado ruido externo y el desayuno no fue lo esperado,La verdad Demasiado ruido externo y el desayuno no fue lo esperado.,5
50197,F,Triple,PERSONAL,ambiente tranquilo y agradable,,Ambiente tranquilo y agradable. Volvería.,4
14294,F,Doble Twin (2 camas),DEPORTIVO,el desayuno estuvo muy rico,,El desayuno estuvo muy rico.,4
63847,M,Sencilla,DEPORTIVO,la habitación estaba limpia,habia mucho ruido en la noche,La habitación estaba limpia. Habia mucho ruido en la noche.,3
76766,F,Triple,DEPORTIVO,me gustó el servicio,,Me gustó el servicio. Sin quejas.,3
86323,M,Cuádruple,TURISMO,la ubicacion es muy buena,el precio era algo elevado para lo que ofrece,Sin embargo el precio era algo elevado para lo que ofrece. La ubicacion ess muy buena.,3
91067,M,Doble Twin (2 camas),DEPORTIVO,toddoestuvo bien en general,la tv no funcionaba bien,Toddoestuvo bien en general. sin embargo la tv no funcionaba bien.,4
30567,M,Triple,DEPORTIVO,el check in fue rapido,problemas con el agua caliente,El check in fue rapido. la verdad problemas con el agua caliente.,5
60151,M,Doble (1 cama),DEPORTIVO,,la puerta no cerraba bien,Pues La puerta no cerraba bien.,2
10661,M,Sencilla,TURISMO,el desayuno eestuvo muy rico,la atencion pudo ser mejor,El desayuno eestuvo muy rico. La atencion pudo ser mejor.,4
5379,M,Sencilla,OTRO,la ubicacion es muy buena,,La ubicacion es muy buena. Volvería.,4
39654,F,Doble Twin (2 camas),DEPORTIVO,,la limpieza podria mejorar,La limpieza podria mejorar.,2
3631,M,Triple,TURISMO,,habia mucho ruido en la noche,Honestamente Habia mucho ruido en la noche.,4
42774,M,Doble (1 cama),NEGOCIO,buena relaciónn calidad precio,en eecepcion se demoraron demasiado,"Buena relaciónn calidad precio, sin embargo en eecepcion se demoraron demasiado.",3
35226,M,Triple,TURISMO,,la cama no era muy comoda,La cama no era muy comoda.,1
14726,M,Cuádruple,SALUD,buen servicio de habitaciones,,Buen servicio de habitaciones. Volvería.,5
10725,M,Cuádruple,NEGOCIO,buena relación calidad precio,se escuchaba todo del pasillo,Pero se escuchaba todo del pasillo. Buena relación calidad precio.,3
45801,M,Triple,TURISMO,larecepcion fue muy cordial,la atencion pudo sermejor,"Larecepcion fue muy cordial, aunque igual la atencion pudo sermejor.",4
23296,M,Triple,TURISMO,buena ubicacion para moverse por la ciudad,el wifi era muy lento,Pero el wifi era muy lento. Buena ubicacion para moverse por la ciudad.,3
50212,M,Sencilla,NEGOCIO,,demasiado ruido externo y el desayuno no fue lo esperado y no habia agua caliente een la mañana,Demasiado ruido externo y el desayuno no fue lo esperrado y nohabia agua caliente een la mañana.,2
22090,M,Doble (1 cama),OTRO,,la cama no era muy comoda,Pues La cama no era muy ccomoda.,4
96942,F,Sencilla,NEGOCIO,el cuartoera amplio,habia mucho ruido en la noche,"El cuartoera amplio, igual habia mucho ruido en la noche.",3
10830,M,Sencilla,TURISMO,,habia humedad en el cuarto,Pues Habia humedad en el cuarto.,4
72702,M,Triple,TURISMO,,el servicio fue algo demorado,El servicio fue algo demorado.,2
13203,F,Doble (1 cama),DEPORTIVO,excelente ubicación ceerca a todo,el wifi era muy lento,Eso sí el wifi era muy lento. Excelente ubicación ceerca a todo.,3
45295,M,Doble Twin (2 camas),NEGOCIO,me parecio un hotel muy completo,no pudedormir bien por el ruido,"Me parecio un hotel muy completo, eso sí no pudedormir bien por el ruido.",3
78860,F,Doble Twin (2 camas),PERSONAL,buen servicio de habitaciones,el ascensor tardaba mucho,Buen servicio de habitaciones. aunque el ascensor tardaba mucho.,3
81431,M,Triple,NEGOCIO,,el cuarto era muy pequeño,Honestamente El cuarto era muy pequeño.,4
64273,F,Doble (1 cama),SALUD,,el servicio fue algo demorado,Pues El servicio fue algo demorado.,3
93340,M,Sencilla,SALUD,,la comida se demorobastante,Pues La comida se demorobastante.,4
5062,M,Doble Twin (2 camas),TURISMO,,la cama no era muy comoda,La verdad La cama no era muy comoda.,2
57534,F,Doble (1 cama),NEGOCIO,buena ubicacion paramoverse por la ciudad,,Buena ubicacion paramoverse por la ciudad.,4
86673,M,Doble (1 cama),TURISMO,habitacion espaciosa y limpia,el parqueadero era muy pequeño,Habitacion espaciosa y limpia. aunque el parqueadero era muy pequeño.,3
22626,M,Doble (1 cama),PERSONAL,muy bonitaslas arras comunes,las instalaciones estan algo viejas,Eso si las instalaciones estan algo viejas. Muy bonitaslas arras comunes.,3
80602,M,Doble (1 cama),SALUD,muy buena vista desde la habitacion,,Muy buena vista desde la habitacion. Volvería.,4
57911,F,Triple,NEGOCIO,el restaurante del hotel estuvo rico,,El restaurante del hotel estuvo rico. Lo recomiendo.,4
21591,F,Sencilla,NEGOCIO,precio justopor lo queofrece,la cama no era muy comoda,Precio justopor lo queofrece. La cama no era muy comoda.,3
8019,M,Triple,TURISMO,buena experiencia en general lo recomiendo,,Buena experiencia en general lo recomiendo.,5
14272,F,Doble (1 cama),NEGOCIO,,la comida llego fria,La comida llego fria.,4
44397,M,Doble (1 cama),SALUD,muy bien ubicado cerca al centro,,Muy birn ubicado cerca al centro. Lo recomiendo.,4
27941,F,Sencilla,DEPORTIVO,buena ubicacion para moverse por la ciudad,falta mantenimiento en algunas areas,Pero la verdad falta mantenimiento en algunas areas. Buena ubicacion para moverse por la ciudad.,3
25901,M,Doble Twin (2 camas),TURISMO,excelente ubicacion cerca a todo,había mucho ruido en la noche y la atención pudo ser mejor,Excelente ubicacion cerca a todo. Había mucho ruido en la noche y la atención pudo ser mejor.,4
54645,F,Triple,SALUD,,,estuvo ok,5
73628,M,Sencilla,DEPORTIVO,excelente ubicacion cerca a todo,,Excelente ubicacion cerca a todo. Volvería,4
95638,M,Doble Twin (2 camas),TURISMO,me parecio un hotel muy completo,el servicio fue algo demorado,"Me parecio un hotel muy completo, eso si el servicio fue algo demorado.",4
96679,M,Sencilla,OTRO,,el wifi era muy lento y la comida llego fria,El wifi era muy lento y la comida llego frIa,2
71795,M,Doble Twin (2 camas),DEPORTIVO,muy buen hotel en general,no pude dormir bien por el ruido yy la comida se demooró bastante,Muy buen hotel en general. eso si no pude dormir bien por el ruido yy la comida se demooró bastante.,3
35768,M,Doble (1 cama),PERSONAL,me gusto el servicio,la puerta no cerraba bien,Me gusto el servicio. aunque igual la puerta no cerraba bien.,4
87585,F,Doble Twin (2 camas),NEGOCIO,,problemas con el agua caliente,La verdad Problemas con el agua caliente.,2
37899,M,Doble (1 cama),NEGOCIO,el parqueadero fue util,la comida llego fria,El parqueadero fue util. La comida llego fria.,4
39980,M,Sencilla,DEPORTIVO,me parecio un hotel muy completo,,Me parecio un hotel muy completo. Buenn hotell.,5
32135,F,Doble Twin (2 camas),DEPORTIVO,,la comida se demoro bastante,La comida se demoro bastante.,3
13571,F,Doble Twin (2 camas),TURISMO,,el parqueadero era muy pequeño y el wifi era muy lento,Honestamente El parqueadero era muy pequeño y el wifi era muy lento.,2
7505,F,Doble (1 cama),DEPORTIVO,,falta mantenimiento en algunas areas y el aire acondicionado hacia ruido,Falta mantenimiento en algunas areas y el aire acondicionado hacia ruido.,2
52498,M,Doble (1 cama),SALUD,muy bien ubicado cerca al centro,demasiado ruido externo y el desayuno no fue lo esperado,Muy bien ubicado cerca al centro. Demasiado ruido externo y el desayuno no fue lo esperado.,2
75943,M,Doble Twin (2 camas),PERSONAL,muy buens vista desde la habitacion,,Muy buens vista desde la habitacion. Buen hotel.,4
73045,F,Doble (1 cama),TURISMO,,,no tengo mucho que decir.,4
65349,M,Doble (1 cama),DEPORTIVO,el colcHon era comodisimo,no pude dormir bien por ek ruido y la comida se demoró bastante,El colchon era comodisimo. No pude dormir bien por ek ruido y la comida se demoró bastante.,3
21131,M,Doble (1 cama),OTRO,buEnas instalaciones en general,,Buenas instalaciones en general. Siin quejas.,4
8144,F,Cuádruple,NEGOCIO,todo estuvo bien en general,demasiado ruido externo,Eso sí demasiado ruido externo. Todo estuvo bien en general.,3
48294,F,Cuádruple,NEGOCIO,la ubicacion es muy buena,el desayuno no fue lo esperado,Igual el desayuno no fue lo esperado. La ubicacion es muy buena.,4
1500,F,Sencilla,TURISMO,habitacion espaciosa y limpia,,Habitacion espaciosa y limpia.,5
57047,F,Triple,TURISMO,el personal hizo todo lo posible por ayudar,el aire acondicionado hacia ruiDo,Pero el aire acondicionado hacia ruiDo. El personal hizo todo lo posible por ayudar.,2
12485,F,Sencilla,OTRO,,no pude dormir bien por el ruido y la comida se demoró bastante y no habia agua caliente en la mañana,Honestamente No pude dormir bien por el ruido y la comida se demoró bastante y no habia agua caliente en la mañana.,2
39607,M,Doble Twin (2 camas),OTRO,la ubicacion es muy buena,se escuchaba todo del pasillo,"La ubicacion es muy buena, igual se escuchaba todo del pasillo.",4
87772,M,Doble (1 cama),DEPORTIVO,el wifi funcionaba bien,,El wifi funcionaba bien. Volvería.,4
82931,F,Sencilla,TURISMO,la piscina estaba muy bien,,La piscina rstaba muy bien. Buen hotel.,4
79671,F,Sencilla,TURISMO,la habitación estaba limpia,,La habitación estaba limpia. Lo recomiendo.,4
63957,M,Triple,PERSONAL,la habitacion estaba limpia,,La habitacion estaba limpia. Sin quejas.,3
27171,M,Doble Twin (2 camas),TURISMO,,problemas con el agua calieNte,Problemas con el agua caliente.,4
13712,M,Doble Twin (2 camas),NEGOCIO,muy buen hotel en general,problemas con el agua caliente,Muy buen hotel en general. Problemas con el agua caliente.,3
4373,M,Doble (1 cama),SALUD,precio justo por lo que ofrece,se escuchaba todo del pasillo,Precio justo por lo queofrece. Se escuchaba todo del pasillo.,2
28125,F,Triple,TURISMO,la ubicacion es muy buena,habia humedad en el cuarto,Aunqur igual habia humedad en el cuarto. La ubicacion es muy buena.,3
23391,M,Doble (1 cama),TURISMO,ls habitaciOn estaba limpia,el baño tenia problemas,Ls habitacion estaba limpia. aunque el baño tenia problemas,2
84648,M,Doble Twin (2 camas),DEPORTIVO,buenas instalaciones en general,demasiado ruido externo,Buenas instalaciones en general. Demasiado ruido externo.,4
39248,M,Doble (1 cama),TURISMO,la recepciOn fue muycordial,,La recepcion fue muycordial. Lo recomiendo.,4
11739,F,Triple,TURISMO,la recepcion fue muy cordial,,La eecepcion fue muy cordial.,5
63071,F,Doble Twin (2 camas),TURISMO,me gusto el servicio,la limpirza podria mejorar,Me gusto el servicio. La limpirza podria mejorar.,3
16139,F,Triple,SALUD,,habia mucho ruido en la noche,Habia mucho ruido en la noche.,2
41416,F,Sencilla,TURISMO,la ubicacion es muy buena,,La ubicacion es muy buena. Volvería,4
53096,M,Doble (1 cama),NEGOCIO,,,fue una experiencia del monton.,4
62727,M,Sencilla,PERSONAL,la atencion fue excelente,se escuchaba todo del pasillo y el baño tenía problemaas,La atencion fue excelente. Se escuchaba todo del pasillo y el baño tenía problemaas.,3
65106,M,Doble Twin (2 camas),TURISMO,buena experiencia en general lo recomiendo,se escuchaba todo del pasillo y la cama no era muy comoda,"Buena experiencia en general lo recomiendo, la verdad se escuchaba todo del pasillo y la cama no era muy comoda.",2
87643,M,Doble Twin (2 camas),SALUD,la ubicacion es muy buena,,La ubicacion es muy buena. Volvería.,4
35734,M,Doble (1 cama),NEGOCIO,la atencion fue excelente,el baño estaba algo descuidado,La atencion fue excelente. aunque el baño estaba algo descuidado.,3
12945,M,Triple,DEPORTIVO,el personal super amable y atento,habia olor raro en la habitacion,El personal super amable y atento. Habia olor raro en la habitacion.,3
85130,M,Triple,PERSONAL,,el cuarto era muy pequeno,El cuarto era muy pequeno.,3
72319,M,Doble (1 cama),TURISMO,la ubicacion es muy buena,,La ubicacion es muy buena. Sin quejas.,4
51793,F,Suite,NEGOCIO,muy buen hotel en general,no pude dormir bien por el ruido y la comida se demoró bastante,Muy buen hotel en general. aunque no pude dormir bien por el ruido y la comida se demoró bastante.,4
25232,M,Doble Twin (2 camas),NEGOCIO,el personal hizo ttodo lo posible por ayudar,el desayuno no fue lo esperado,El personal hizo ttodo lo posible por ayudar. El desayuno no fue lo esperado.,3
49630,M,Sencilla,TURISMO,,se escuchaba todo del pasillo,Pues Se escuchaba todo del pasillo.,2
50996,F,Sencilla,TURISMO,el colchon era comodisimo,los muebles estaban algo deteriorados,El colchon era comodisimo. Los muebles estaban algo deteriorados.,3
49418,M,Cuádruple,TURISMO,,lacama np era muy comoda,Pues Lacama np era muy comoda.,3
25455,M,Triple,OTRO,el personal super amable y atento,,El personal super amable y atento. Buen hotel.,5
59428,M,Sencilla,PERSONAL,habutacion espaciosa y limpia,el precio era algo elevado para lo que ofrece,La verdad el precio era algo elevado para lo que ofrece. Habutacion espaciosa y limpia.,5
6848,F,Sencilla,TURISMO,ambiente tranquilo y agradable,habia humedad en el cuarto,"Ambiente tranquilo y agradable, eso sí habia humedad en el cuarto.",2
35510,M,Doble (1 cama),TURISMO,buena relación calidad precio,el colchon estaba algO viejo,Buena relación calidad precio. El colchon estaba algo viejo.,3
61956,F,Doble (1 cama),SALUD,,el servicio fue algo demorado,Honestamente El servicio fue algo demorado.,5
35524,M,Triple,OTRO,la recepCion fue muy cordial,el baño estaba algo descuidado,La verdad el baño estaba algo descuidado. La recepcion fue muy cordial.,3
30654,M,Triple,TURISMO,la habitación estaba limpia,problemas con el agua caliente,La habitación estaba limpia. aunque igual problemas con el agua caliente.,3
36200,M,Triple,DEPORTIVO,burns relacion calidad precio,el aire acondicionado hacia ruido,Burns relacion calidad precio. El aire acondicionado hacia ruido.,3
74956,M,Doble (1 cama),SALUD,excelente ubicacion cerca a todo,la cama no era muy comodaa,Excelente ubicacion cerca a todo. pero la cama no era muy comodaa.,3
9079,F,Doble (1 cama),NEGOCIO,todo estuvo bien en general,habia humedad en el cuarto,"Todo estuvo bien en general, pero la verdad habia humedad en eel cuarto.",2
20808,M,Sencilla,NEGOCIO,,el cuarto era muy pequeño,El cuarto era muy pequeño.,1
99596,M,Doble Twin (2 camas),NEGOCIO,las camas eran cómodas,,Las camas eran cómodas. Sin quejas.,4
92287,M,Sencilla,OTRO,el parqueadero fue util,falta mantenimiento en algunas areeas,Aunque falta mantenimiento en algunas areeas. El parqueadero fue util.,3
88486,M,Doble Twin (2 camas),PERSONAL,me gustto el servicio,el servicio fue algo demorado,Me gustto el servicio. El servicio fue algo demorado.,5
13675,F,Sencilla,TURISMO,el personal fue muy amable,el servicio fue algo demorado,"El personal fue muy amable, eso si el servicio fue algo demorado.",3
12233,M,Doble (1 cama),NEGOCIO,,las unstalaciones estan algo viejas,Honestamente Las unstalaciones estan algo viejas.,3
88574,M,Triple,SALUD,habitacion espaciosa y limpia,,Habitacion espaciosa y limpia. Volvería.,4
46061,M,Triple,NEGOCIO,excelente ubicación cerca a todo,el wIfi era muy lento,Excelente ubicación cerca a todo. aunque el wIfi era muy lento.,3
71968,F,Sencilla,NEGOCIO,muybuena vista desde la habitacion,el personal no fue muy atento,"Muybuena vista desde la habitacion, pero la verdad el personal no fue muy atento.",4
55262,M,Doble Twin (2 camas),TURISMO,todo estuvo bien en general,poca variedad en el desayuno,Todo estuvo bien en general. sin embargo poca variedad en el desayuno.,3
78296,M,Doble Twin (2 camas),PERSONAL,,el desayuno no fue lo esperado,Pues El desayuno no fue lo esperado.,3
30820,M,Doble Twin (2 camas),PERSONAL,la ubicación esmuy buena,se escuchaba todo del pasillo y en recepción se demoraron demasiado,La ubicación esmuy buena. Se escuchaba todo del pasillo y en recepción se demoraron demasiado.,4
73561,M,Sencilla,DEPORTIVO,el restaurante del hotel estuvo rico,el parqueadero era muy pequeño,"El restaurante del hotel estuvo rico, aunque igual el parqueadero era muy pequeño.",5
8993,M,Doble (1 cama),TURISMO,elparqueadero fue util,falta mantenimiento en algunas areas,Elparqueadero fue util. Falta mantenimiento en algunas areas.,3
51738,F,Doble (1 cama),DEPORTIVO,,problemas con el agua calliente,Honestamente Problemas con el agua calliente.,5
69495,M,Doble (1 cama),TURISMO,,el aire acondicionado hacia ruido,Pues El aire acondicionado hacia ruido.,3
55870,F,Sencilla,NEGOCIO,el colchon era comodisimo,habia mucho ruifo en la noche,El colchon era comodisimo. Habia mucho ruifo en la noche.,3
71190,M,Doble Twin (2 camas),TURISMO,la habitación estaba limpia,el ascensor tarDaba mucho,La verdadel ascemsor tarDaba mucho. La habitación estaba limpia.,3
91055,F,Doble Twin (2 camas),OTRO,buenas instalaciones en general,la atencion pudo ser mejor,Buenas instalaciones en general. aunque la atencion pudo ser mejor.,5
63236,M,Triple,TURISMO,el personal fue muy amable,el wifi era muy lento,Aunque igual el wifi era muy lento. El personal fue muy amable.,3
31886,F,Triple,NEGOCIO,elcolchon era comodisimo,el wifii ers muy lento,Aunque igual el wifii ers muy lento. Elcolchon era comodisimo.,4
63424,F,Triple,TURISMO,habitacion espaciosa y limpia,el baño estaba algo descuidado,Sin embargo el bañoestaba algo descuidado. Habitacion espaciosa y limpia,4
40171,M,Sencilla,SALUD,,demorado el servicio de habitaciones y habia olor raro en la habitacion,Pues Demorado el servicio de habitaciones y habia olor raro en la habitacion.,2
11348,F,Triple,TURISMO,el personal hizo todo lo posible por ayudar,,El personal hizo todo lo posible por ayudar. Buen hotel.,3
52747,F,Sencilla,SALUD,todo estuvo bien en general,en recepcion se demoraron demasiado,Todo estuvo bien en general. la verdad en recepcion se demoraron demasiado.,5
94625,M,Doble (1 cama),DEPORTIVO,buenas instalaciones en general,el parqueadero era muy pequeño,"Buenas instalaciones en general, pero la verdad el parqueadero era muy pequeño.",4
5551,M,Suite,DEPORTIVO,buena experiencia en general lo recomiendo,las instalaciones estan algo viejas,Buena experiencia en generAl lo recomiendo. Las instalaciones estan algo viejas.,3
66811,M,Triple,DEPORTIVO,la habitacion estaba limpia,,La habitacion estaba limpia. Sin quejas.,5
75870,F,Triple,SALUD,el parqueadero fue util,,El parqueadero fue util. Sin quejas.,5
68740,F,Triple,TURISMO,cumple con lo que promete,no habia agua caliente en la mañana,Cumple con lo que promete. aunque no habia agua caliente en la mañana.,4
75905,M,Doble (1 cama),TURISMO,buena relación calIdad precio,habia mucho ruido en la noche,Buena relación calidad precio. pero la verdad habia mucho ruido en la noche.,3
89805,M,Doble Twin (2 camas),TURISMO,el restaurante del hotel estuvo rico,,El restaurante del hotel estuvo rico. Lo recomiendo.,4
82300,F,Sencilla,DEPORTIVO,muy buena vista desde la habitacion,no pude dormir bien por el ruido y la comida se demoró bastaante,Muy buena vista desde la habitacion. No pude dormir bien por el ruido y la comida se demorró bastaante.,3
20326,F,Doble Twin (2 camas),NEGOCIO,el personal fue amable,,El personal fue amable. Volvería,4
16765,M,Triple,SALUD,,demorado el servicio de habitaciones y los muebles estaban algo deteriorados,Demorado el servicio de habitaciones ylos muebles estaban algo deterioradoos.,2
59856,M,Doble Twin (2 camas),NEGOCIO,buena experiencia en general lo recomiendo,falta mantenimiento en algunas areas,Sin embargo falta mantenimiento en algunas areas. Buena experiencia en general lo recomiendo.,3
23659,M,Triple,TURISMO,,no pude dormir bien porel ruido,Pues No pude dormir bien porel ruido.,3
22910,M,Triple,NEGOCIO,buena relacion calidad precio,las instalaciones estan algo viejas,"Buena relacion calidad precio, igual las instalaciones estan algo viiejas",2
28772,M,Sencilla,OTRO,la atencion fue excelente,la cama no era muy comoda,"La atencion fue excelente, pero la verdad la cama no era muy comoda.",3
26260,M,Sencilla,TURISMO,buena ubicacion para moverse por la ciudad,,Buena ubicacion para moverse por la ciudad.,1
17539,F,Triple,SALUD,el cuarto era amplio,el servicio fue algo demorado,Aunque igual el servicio fue algo demorado. El cuarto era amplio.,5
6593,F,Triple,DEPORTIVO,buen servicio de habitaciones,habia olor raro en la habitacion,"Buen servicio de habitaciones, pero habia olor raro en la habitacion.",3
56492,M,Doble Twin (2 camas),DEPORTIVO,el parqueadero fue util,el desayuno no fue lo esperado,El parqueadero fue util. pero la verdad el desayuno no fue lo esperado.,4
11271,F,Triple,SALUD,,,cumple pero nada del otro mundo.,4
90538,M,Doble Twin (2 camas),TURISMO,,demasiado ruido externo y el desayuno no fue lo esperado y la puerta no cerraba bien,Honestamente Demasiado ruido externo y el desayuno no fue lo esperado y la puerta no cerraba bien.,1
58067,M,Sencilla,SALUD,el personal super amable yatento,el parqueadero era muy pequeño,El personal super amable yatento. El parqueadero era muy pequeño.,3
27465,F,Doble Twin (2 camas),OTRO,muy buen hotel en general,demorado el servicio de habitaciones,Muy buen hotel en general. Demorado el servicio de habitaciones.,3
83211,M,Sencilla,SALUD,muy bonitas las areas comunes,,Muy bonitas las areas comunes. Lo recomiendo.,4
20382,M,Sencilla,NEGOCIO,me gusto el servicio,demorado el servicio de habitaciones,"Me gusto el servicio, igual demorado el servicio de habitaciones.",4
78994,M,Sencilla,NEGOCIO,el wifi funcionaba bien,no habia agua caliente en la mañana,El wifi funcionaba bien. No habia agua caliente en la mañana,2
34801,M,Sencilla,PERSONAL,buena relacion calidad precio,no pude dormir bien por el ruido,Eso sí no pude dormir bien por el ruido. Buena relacion calidad precio.,3
42910,M,Sencilla,NEGOCIO,el personal super amable y atento,la cama no era muy comoda,El personal super amable y atento. La cama no era muy comoda.,3
96302,F,Doble (1 cama),TURISMO,el colchon era comodisimo,,El colchon era comodisimo. Buen hotel.,4
9783,M,Cuádruple,SALUD,todo estuvo bien en general,el ascensor tardaba mucho,Todo estuvo bien en general. El ascensor tardaba mucho.,3
